Model,MSO44B
Channel,CH1,,Channel,CH3,,Channel,MATH1
Label,,,Label,,,Label,
Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG
Digital Type,None,,Digital Type,None,,Digital Type,None
Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s
Sample Interval,3.20000000e-10,,Sample Interval,3.20000000e-10,,Sample Interval,3.20000000e-10
Record Length,125000,,Record Length,125000,,Record Length,125000
Zero Index,28749.50000000,,Zero Index,28749.50000000,,Zero Index,28749.50000000
Vertical Units,V,,Vertical Units,V,,Vertical Units,V
,,,,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,,
yOffset,0.000000,,yOffset,0.000000,,,
yPosition,-2.460000,,yPosition,-2.680000,,,

Labels,,,,Labels,
TIME,CH1,CH3,,TIME,MATH1
-9.12976000e-06,-1.09375000e-03,-7.34375000e-02,,-9.12976000e-06,4.45312485e-02
-9.12944000e-06,-6.48437500e-03,-9.84375000e-02,,-9.12944000e-06,3.43750007e-02
-9.12912000e-06,-9.84375000e-03,-1.03906250e-01,,-9.12912000e-06,1.40624996e-02
-9.12880000e-06,-1.09375000e-02,-1.20312500e-01,,-9.12880000e-06,-1.09374998e-02
-9.12848000e-06,-1.13281250e-02,-1.57812500e-01,,-9.12848000e-06,-2.18749996e-02
-9.12816000e-06,-1.10937500e-02,-1.60937500e-01,,-9.12816000e-06,-3.12500005e-03
-9.12784000e-06,-9.29687500e-03,-1.13281250e-01,,-9.12784000e-06,1.32812504e-02
-9.12752000e-06,-5.78125000e-03,-5.07812500e-02,,-9.12752000e-06,2.57812496e-02
-9.12720000e-06,-3.90625000e-03,-1.56250000e-03,,-9.12720000e-06,4.37499993e-02
-9.12688000e-06,-4.84375000e-03,6.25000000e-03,,-9.12688000e-06,4.37499993e-02
-9.12656000e-06,-5.31250000e-03,-2.42187500e-02,,-9.12656000e-06,3.98437493e-02
-9.12624000e-06,-4.21875000e-03,-5.85937500e-02,,-9.12624000e-06,5.31250015e-02
-9.12592000e-06,-4.76562500e-03,-8.51562500e-02,,-9.12592000e-06,6.01562485e-02
-9.12560000e-06,-7.03125000e-03,-9.76562500e-02,,-9.12560000e-06,5.62499985e-02
-9.12528000e-06,-7.34375000e-03,-8.75000000e-02,,-9.12528000e-06,6.25000000e-02
-9.12496000e-06,-6.32812500e-03,-6.56250000e-02,,-9.12496000e-06,7.73437470e-02
-9.12464000e-06,-6.01562500e-03,-5.93750000e-02,,-9.12464000e-06,7.73437470e-02
-9.12432000e-06,-6.09375000e-03,-6.71875000e-02,,-9.12432000e-06,5.31250015e-02
-9.12400000e-06,-7.42187500e-03,-5.54687500e-02,,-9.12400000e-06,3.98437493e-02
-9.12368000e-06,-1.05468750e-02,-4.06250000e-02,,-9.12368000e-06,6.17187507e-02
-9.12336000e-06,-1.21875000e-02,-5.93750000e-02,,-9.12336000e-06,7.65625015e-02
-9.12304000e-06,-1.02343750e-02,-8.28125000e-02,,-9.12304000e-06,6.40624985e-02
-9.12272000e-06,-6.71875000e-03,-7.18750000e-02,,-9.12272000e-06,5.07812500e-02
-9.12240000e-06,-5.46875000e-03,-3.67187500e-02,,-9.12240000e-06,2.65625007e-02
-9.12208000e-06,-6.32812500e-03,-1.32812500e-02,,-9.12208000e-06,-2.96874996e-02
-9.12176000e-06,-6.25000000e-03,-1.17187500e-02,,-9.12176000e-06,-8.28125030e-02
-9.12144000e-06,-5.07812500e-03,-1.95312500e-02,,-9.12144000e-06,-7.57812485e-02
-9.12112000e-06,-5.00000000e-03,-3.20312500e-02,,-9.12112000e-06,-3.75000015e-02
-9.12080000e-06,-6.48437500e-03,-4.68750000e-02,,-9.12080000e-06,-2.50000004e-02
-9.12048000e-06,-7.26562500e-03,-5.85937500e-02,,-9.12048000e-06,-2.96874996e-02
-9.12016000e-06,-6.48437500e-03,-7.03125000e-02,,-9.12016000e-06,-2.10937504e-02
-9.11984000e-06,-6.64062500e-03,-7.81250000e-02,,-9.11984000e-06,6.25000009e-03
-9.11952000e-06,-8.04687500e-03,-7.57812500e-02,,-9.11952000e-06,3.51562500e-02
-9.11920000e-06,-9.45312500e-03,-8.04687500e-02,,-9.11920000e-06,4.68750000e-02
-9.11888000e-06,-1.10937500e-02,-9.06250000e-02,,-9.11888000e-06,3.75000015e-02
-9.11856000e-06,-1.17968750e-02,-9.37500000e-02,,-9.11856000e-06,2.96874996e-02
-9.11824000e-06,-9.76562500e-03,-9.76562500e-02,,-9.11824000e-06,3.82812507e-02
-9.11792000e-06,-6.40625000e-03,-8.67187500e-02,,-9.11792000e-06,3.35937515e-02
-9.11760000e-06,-4.21875000e-03,-6.40625000e-02,,-9.11760000e-06,7.81250012e-04
-9.11728000e-06,-4.06250000e-03,-5.54687500e-02,,-9.11728000e-06,-3.35937515e-02
-9.11696000e-06,-4.60937500e-03,-5.00000000e-02,,-9.11696000e-06,-4.84374985e-02
-9.11664000e-06,-3.75000000e-03,-4.84375000e-02,,-9.11664000e-06,-5.54687493e-02
-9.11632000e-06,-2.03125000e-03,-5.93750000e-02,,-9.11632000e-06,-5.39062507e-02
-9.11600000e-06,-2.65625000e-03,-7.57812500e-02,,-9.11600000e-06,-3.98437493e-02
-9.11568000e-06,-5.31250000e-03,-8.35937500e-02,,-9.11568000e-06,-3.75000015e-02
-9.11536000e-06,-7.18750000e-03,-7.89062500e-02,,-9.11536000e-06,-4.53125015e-02
-9.11504000e-06,-7.73437500e-03,-5.85937500e-02,,-9.11504000e-06,-2.96874996e-02
-9.11472000e-06,-7.03125000e-03,-2.34375000e-02,,-9.11472000e-06,1.48437498e-02
-9.11440000e-06,-6.87500000e-03,7.81250000e-04,,-9.11440000e-06,3.51562500e-02
-9.11408000e-06,-8.51562500e-03,-3.90625000e-03,,-9.11408000e-06,-1.01562496e-02
-9.11376000e-06,-8.67187500e-03,-2.50000000e-02,,-9.11376000e-06,-4.92187515e-02
-9.11344000e-06,-6.56250000e-03,-5.93750000e-02,,-9.11344000e-06,-2.65625007e-02
-9.11312000e-06,-6.64062500e-03,-1.04687500e-01,,-9.11312000e-06,7.81250012e-04
-9.11280000e-06,-9.21875000e-03,-1.33593750e-01,,-9.11280000e-06,2.18749996e-02
-9.11248000e-06,-1.12500000e-02,-1.16406250e-01,,-9.11248000e-06,5.23437485e-02
-9.11216000e-06,-1.12500000e-02,-7.34375000e-02,,-9.11216000e-06,5.62499985e-02
-9.11184000e-06,-9.21875000e-03,-5.46875000e-02,,-9.11184000e-06,2.34375000e-02
-9.11152000e-06,-6.95312500e-03,-6.95312500e-02,,-9.11152000e-06,-2.10937504e-02
-9.11120000e-06,-5.78125000e-03,-8.04687500e-02,,-9.11120000e-06,-5.93749993e-02
-9.11088000e-06,-5.31250000e-03,-7.65625000e-02,,-9.11088000e-06,-6.25000000e-02
-9.11056000e-06,-4.84375000e-03,-7.57812500e-02,,-9.11056000e-06,-3.35937515e-02
-9.11024000e-06,-5.85937500e-03,-7.26562500e-02,,-9.11024000e-06,-3.90625000e-03
-9.10992000e-06,-8.98437500e-03,-6.17187500e-02,,-9.10992000e-06,3.90625000e-03
-9.10960000e-06,-1.25781250e-02,-5.15625000e-02,,-9.10960000e-06,-6.25000009e-03
-9.10928000e-06,-1.53125000e-02,-5.00000000e-02,,-9.10928000e-06,-1.79687496e-02
-9.10896000e-06,-1.64062500e-02,-6.48437500e-02,,-9.10896000e-06,-3.67187485e-02
-9.10864000e-06,-1.50000000e-02,-6.87500000e-02,,-9.10864000e-06,-5.07812500e-02
-9.10832000e-06,-1.29687500e-02,-5.15625000e-02,,-9.10832000e-06,-4.21875007e-02
-9.10800000e-06,-1.25781250e-02,-6.25000000e-02,,-9.10800000e-06,-3.43750007e-02
-9.10768000e-06,-1.23437500e-02,-9.21875000e-02,,-9.10768000e-06,-5.31250015e-02
-9.10736000e-06,-1.10937500e-02,-9.21875000e-02,,-9.10736000e-06,-8.12499970e-02
-9.10704000e-06,-1.13281250e-02,-5.93750000e-02,,-9.10704000e-06,-7.89062530e-02
-9.10672000e-06,-1.32812500e-02,-1.01562500e-02,,-9.10672000e-06,-4.14062515e-02
-9.10640000e-06,-1.39062500e-02,2.50000000e-02,,-9.10640000e-06,-8.59375019e-03
-9.10608000e-06,-1.25000000e-02,2.26562500e-02,,-9.10608000e-06,-8.59375019e-03
-9.10576000e-06,-1.17187500e-02,-2.34375000e-03,,-9.10576000e-06,-1.17187500e-02
-9.10544000e-06,-1.11718750e-02,-4.37500000e-02,,-9.10544000e-06,1.48437498e-02
-9.10512000e-06,-9.06250000e-03,-8.43750000e-02,,-9.10512000e-06,4.76562493e-02
-9.10480000e-06,-7.96875000e-03,-9.84375000e-02,,-9.10480000e-06,4.37499993e-02
-9.10448000e-06,-9.29687500e-03,-9.84375000e-02,,-9.10448000e-06,2.10937504e-02
-9.10416000e-06,-1.00781250e-02,-9.29687500e-02,,-9.10416000e-06,1.64062493e-02
-9.10384000e-06,-1.02343750e-02,-7.57812500e-02,,-9.10384000e-06,1.40624996e-02
-9.10352000e-06,-1.14843750e-02,-5.78125000e-02,,-9.10352000e-06,6.25000009e-03
-9.10320000e-06,-1.10156250e-02,-6.48437500e-02,,-9.10320000e-06,1.64062493e-02
-9.10288000e-06,-8.67187500e-03,-8.82812500e-02,,-9.10288000e-06,3.51562500e-02
-9.10256000e-06,-7.81250000e-03,-8.51562500e-02,,-9.10256000e-06,3.12500000e-02
-9.10224000e-06,-7.65625000e-03,-6.56250000e-02,,-9.10224000e-06,1.95312500e-02
-9.10192000e-06,-7.65625000e-03,-6.56250000e-02,,-9.10192000e-06,7.81250000e-03
-9.10160000e-06,-9.45312500e-03,-6.09375000e-02,,-9.10160000e-06,-2.42187493e-02
-9.10128000e-06,-1.03125000e-02,-3.43750000e-02,,-9.10128000e-06,-4.37499993e-02
-9.10096000e-06,-8.20312500e-03,-1.56250000e-02,,-9.10096000e-06,-2.73437500e-02
-9.10064000e-06,-6.95312500e-03,-3.20312500e-02,,-9.10064000e-06,-1.56250002e-03
-9.10032000e-06,-8.20312500e-03,-6.56250000e-02,,-9.10032000e-06,1.17187500e-02
-9.10000000e-06,-9.76562500e-03,-6.40625000e-02,,-9.10000000e-06,-1.56250002e-03
-9.09968000e-06,-1.00000000e-02,-3.12500000e-02,,-9.09968000e-06,-3.75000015e-02
-9.09936000e-06,-8.04687500e-03,-1.71875000e-02,,-9.09936000e-06,-3.75000015e-02
-9.09904000e-06,-6.32812500e-03,-2.96875000e-02,,-9.09904000e-06,5.46874991e-03
-9.09872000e-06,-7.42187500e-03,-5.78125000e-02,,-9.09872000e-06,2.96874996e-02
-9.09840000e-06,-9.21875000e-03,-7.96875000e-02,,-9.09840000e-06,2.26562507e-02
-9.09808000e-06,-9.76562500e-03,-8.43750000e-02,,-9.09808000e-06,7.81250000e-03
-9.09776000e-06,-1.07812500e-02,-8.43750000e-02,,-9.09776000e-06,-1.01562496e-02
-9.09744000e-06,-1.19531250e-02,-7.34375000e-02,,-9.09744000e-06,-3.82812507e-02
-9.09712000e-06,-1.10156250e-02,-4.29687500e-02,,-9.09712000e-06,-7.34374970e-02
-9.09680000e-06,-8.43750000e-03,-2.03125000e-02,,-9.09680000e-06,-9.53124985e-02
-9.09648000e-06,-6.32812500e-03,-2.03125000e-02,,-9.09648000e-06,-9.84375030e-02
-9.09616000e-06,-4.45312500e-03,-2.96875000e-02,,-9.09616000e-06,-8.35937485e-02
-9.09584000e-06,-3.43750000e-03,-2.50000000e-02,,-9.09584000e-06,-4.76562493e-02
-9.09552000e-06,-4.84375000e-03,-1.17187500e-02,,-9.09552000e-06,-2.96874996e-02
-9.09520000e-06,-7.34375000e-03,-3.28125000e-02,,-9.09520000e-06,-5.39062507e-02
-9.09488000e-06,-8.12500000e-03,-7.89062500e-02,,-9.09488000e-06,-9.29687470e-02
-9.09456000e-06,-6.79687500e-03,-1.06250000e-01,,-9.09456000e-06,-1.00000001e-01
-9.09424000e-06,-6.87500000e-03,-1.08593750e-01,,-9.09424000e-06,-4.84374985e-02
-9.09392000e-06,-1.01562500e-02,-1.14062500e-01,,-9.09392000e-06,1.48437498e-02
-9.09360000e-06,-1.37500000e-02,-1.17187500e-01,,-9.09360000e-06,3.90625000e-02
-9.09328000e-06,-1.55468750e-02,-8.51562500e-02,,-9.09328000e-06,5.23437485e-02
-9.09296000e-06,-1.59375000e-02,-4.53125000e-02,,-9.09296000e-06,6.79687485e-02
-9.09264000e-06,-1.54687500e-02,-5.54687500e-02,,-9.09264000e-06,5.70312515e-02
-9.09232000e-06,-1.25000000e-02,-9.21875000e-02,,-9.09232000e-06,3.67187485e-02
-9.09200000e-06,-7.34375000e-03,-1.07812500e-01,,-9.09200000e-06,2.65625007e-02
-9.09168000e-06,-5.07812500e-03,-1.00781250e-01,,-9.09168000e-06,-3.12500005e-03
-9.09136000e-06,-7.34375000e-03,-7.81250000e-02,,-9.09136000e-06,-4.92187515e-02
-9.09104000e-06,-1.00000000e-02,-5.46875000e-02,,-9.09104000e-06,-6.95312470e-02
-9.09072000e-06,-1.02343750e-02,-4.14062500e-02,,-9.09072000e-06,-5.93749993e-02
-9.09040000e-06,-8.35937500e-03,-4.92187500e-02,,-9.09040000e-06,-3.82812507e-02
-9.09008000e-06,-5.93750000e-03,-8.20312500e-02,,-9.09008000e-06,-2.42187493e-02
-9.08976000e-06,-4.68750000e-03,-1.05468750e-01,,-9.08976000e-06,-2.26562507e-02
-9.08944000e-06,-5.31250000e-03,-9.60937500e-02,,-9.08944000e-06,-3.12500005e-03
-9.08912000e-06,-6.79687500e-03,-5.39062500e-02,,-9.08912000e-06,3.20312493e-02
-9.08880000e-06,-7.42187500e-03,0.00000000e+00,,-9.08880000e-06,2.96874996e-02
-9.08848000e-06,-7.65625000e-03,2.50000000e-02,,-9.08848000e-06,-2.10937504e-02
-9.08816000e-06,-8.59375000e-03,1.17187500e-02,,-9.08816000e-06,-6.64062500e-02
-9.08784000e-06,-1.05468750e-02,-2.81250000e-02,,-9.08784000e-06,-5.00000007e-02
-9.08752000e-06,-1.24218750e-02,-8.28125000e-02,,-9.08752000e-06,1.64062493e-02
-9.08720000e-06,-1.25000000e-02,-1.21093750e-01,,-9.08720000e-06,3.98437493e-02
-9.08688000e-06,-9.68750000e-03,-1.18750000e-01,,-9.08688000e-06,-1.09374998e-02
-9.08656000e-06,-4.84375000e-03,-8.28125000e-02,,-9.08656000e-06,-6.32812530e-02
-9.08624000e-06,-1.95312500e-03,-3.98437500e-02,,-9.08624000e-06,-6.56249970e-02
-9.08592000e-06,-2.42187500e-03,-1.56250000e-02,,-9.08592000e-06,-5.23437485e-02
-9.08560000e-06,-3.75000000e-03,-2.03125000e-02,,-9.08560000e-06,-6.95312470e-02
-9.08528000e-06,-4.68750000e-03,-4.45312500e-02,,-9.08528000e-06,-9.29687470e-02
-9.08496000e-06,-5.39062500e-03,-7.42187500e-02,,-9.08496000e-06,-8.35937485e-02
-9.08464000e-06,-4.76562500e-03,-8.90625000e-02,,-9.08464000e-06,-6.95312470e-02
-9.08432000e-06,-2.57812500e-03,-8.43750000e-02,,-9.08432000e-06,-7.65625015e-02
-9.08400000e-06,-2.81250000e-03,-5.78125000e-02,,-9.08400000e-06,-6.79687485e-02
-9.08368000e-06,-7.03125000e-03,-1.64062500e-02,,-9.08368000e-06,-2.42187493e-02
-9.08336000e-06,-9.45312500e-03,4.68750000e-03,,-9.08336000e-06,1.95312500e-02
-9.08304000e-06,-7.50000000e-03,8.59375000e-03,,-9.08304000e-06,4.21875007e-02
-9.08272000e-06,-5.85937500e-03,1.79687500e-02,,-9.08272000e-06,5.07812500e-02
-9.08240000e-06,-7.03125000e-03,7.03125000e-03,,-9.08240000e-06,5.31250015e-02
-9.08208000e-06,-8.90625000e-03,-3.12500000e-02,,-9.08208000e-06,5.15624993e-02
-9.08176000e-06,-8.51562500e-03,-5.15625000e-02,,-9.08176000e-06,3.51562500e-02
-9.08144000e-06,-5.46875000e-03,-3.82812500e-02,,-9.08144000e-06,8.59375019e-03
-9.08112000e-06,-2.10937500e-03,-2.10937500e-02,,-9.08112000e-06,-2.03124993e-02
-9.08080000e-06,-3.90625000e-04,-3.12500000e-02,,-9.08080000e-06,-5.15624993e-02
-9.08048000e-06,-2.34375000e-04,-6.17187500e-02,,-9.08048000e-06,-7.10937530e-02
-9.08016000e-06,-1.40625000e-03,-8.51562500e-02,,-9.08016000e-06,-7.50000030e-02
-9.07984000e-06,-3.35937500e-03,-9.68750000e-02,,-9.07984000e-06,-7.10937530e-02
-9.07952000e-06,-3.98437500e-03,-9.92187500e-02,,-9.07952000e-06,-5.46875000e-02
-9.07920000e-06,-2.65625000e-03,-8.20312500e-02,,-9.07920000e-06,-3.35937515e-02
-9.07888000e-06,-1.64062500e-03,-4.45312500e-02,,-9.07888000e-06,-1.40624996e-02
-9.07856000e-06,-3.43750000e-03,-1.71875000e-02,,-9.07856000e-06,1.01562496e-02
-9.07824000e-06,-5.54687500e-03,-2.03125000e-02,,-9.07824000e-06,2.57812496e-02
-9.07792000e-06,-4.53125000e-03,-3.12500000e-02,,-9.07792000e-06,4.06249985e-02
-9.07760000e-06,-3.35937500e-03,-3.12500000e-02,,-9.07760000e-06,5.78125007e-02
-9.07728000e-06,-4.29687500e-03,-2.42187500e-02,,-9.07728000e-06,3.90625000e-02
-9.07696000e-06,-3.82812500e-03,-1.40625000e-02,,-9.07696000e-06,-7.81250012e-04
-9.07664000e-06,-2.18750000e-03,-1.87500000e-02,,-9.07664000e-06,7.81250012e-04
-9.07632000e-06,-2.57812500e-03,-4.14062500e-02,,-9.07632000e-06,3.04687507e-02
-9.07600000e-06,-2.89062500e-03,-5.70312500e-02,,-9.07600000e-06,2.18749996e-02
-9.07568000e-06,-1.17187500e-03,-5.93750000e-02,,-9.07568000e-06,-4.76562493e-02
-9.07536000e-06,2.34375000e-04,-5.31250000e-02,,-9.07536000e-06,-1.17187500e-01
-9.07504000e-06,-2.34375000e-04,-5.31250000e-02,,-9.07504000e-06,-1.19531251e-01
-9.07472000e-06,-2.10937500e-03,-7.42187500e-02,,-9.07472000e-06,-7.18749985e-02
-9.07440000e-06,-3.51562500e-03,-9.45312500e-02,,-9.07440000e-06,-3.51562500e-02
-9.07408000e-06,-3.12500000e-03,-9.84375000e-02,,-9.07408000e-06,-3.51562500e-02
-9.07376000e-06,-2.18750000e-03,-9.84375000e-02,,-9.07376000e-06,-4.21875007e-02
-9.07344000e-06,-2.65625000e-03,-8.90625000e-02,,-9.07344000e-06,-1.40624996e-02
-9.07312000e-06,-4.29687500e-03,-5.00000000e-02,,-9.07312000e-06,2.81249993e-02
-9.07280000e-06,-5.23437500e-03,3.12500000e-03,,-9.07280000e-06,2.73437500e-02
-9.07248000e-06,-5.54687500e-03,1.71875000e-02,,-9.07248000e-06,-8.59375019e-03
-9.07216000e-06,-5.62500000e-03,-1.87500000e-02,,-9.07216000e-06,-3.04687507e-02
-9.07184000e-06,-5.00000000e-03,-5.39062500e-02,,-9.07184000e-06,-2.73437500e-02
-9.07152000e-06,-4.45312500e-03,-6.79687500e-02,,-9.07152000e-06,-2.26562507e-02
-9.07120000e-06,-4.68750000e-03,-6.32812500e-02,,-9.07120000e-06,-2.34375000e-02
-9.07088000e-06,-4.60937500e-03,-3.59375000e-02,,-9.07088000e-06,-2.81249993e-02
-9.07056000e-06,-2.96875000e-03,-1.17187500e-02,,-9.07056000e-06,-4.45312485e-02
-9.07024000e-06,-1.40625000e-03,-2.26562500e-02,,-9.07024000e-06,-6.32812530e-02
-9.06992000e-06,-3.35937500e-03,-6.56250000e-02,,-9.06992000e-06,-7.03125000e-02
-9.06960000e-06,-7.42187500e-03,-1.10156250e-01,,-9.06960000e-06,-5.31250015e-02
-9.06928000e-06,-7.73437500e-03,-1.14062500e-01,,-9.06928000e-06,-2.26562507e-02
-9.06896000e-06,-3.75000000e-03,-7.81250000e-02,,-9.06896000e-06,-1.40624996e-02
-9.06864000e-06,-8.59375000e-04,-3.43750000e-02,,-9.06864000e-06,-2.34375000e-02
-9.06832000e-06,-2.10937500e-03,3.12500000e-03,,-9.06832000e-06,-3.28124985e-02
-9.06800000e-06,-5.70312500e-03,1.40625000e-02,,-9.06800000e-06,-3.67187485e-02
-9.06768000e-06,-7.26562500e-03,-7.81250000e-04,,-9.06768000e-06,-1.64062493e-02
-9.06736000e-06,-5.15625000e-03,-2.10937500e-02,,-9.06736000e-06,3.12500005e-03
-9.06704000e-06,-2.50000000e-03,-4.60937500e-02,,-9.06704000e-06,-5.46874991e-03
-9.06672000e-06,-1.01562500e-03,-5.70312500e-02,,-9.06672000e-06,-7.81250012e-04
-9.06640000e-06,-3.12500000e-04,-3.90625000e-02,,-9.06640000e-06,2.18749996e-02
-9.06608000e-06,-1.48437500e-03,-2.03125000e-02,,-9.06608000e-06,2.10937504e-02
-9.06576000e-06,-4.60937500e-03,-1.71875000e-02,,-9.06576000e-06,-1.01562496e-02
-9.06544000e-06,-6.48437500e-03,-1.09375000e-02,,-9.06544000e-06,-4.37499993e-02
-9.06512000e-06,-5.07812500e-03,-7.03125000e-03,,-9.06512000e-06,-5.70312515e-02
-9.06480000e-06,-4.84375000e-03,-2.26562500e-02,,-9.06480000e-06,-5.78125007e-02
-9.06448000e-06,-8.12500000e-03,-5.23437500e-02,,-9.06448000e-06,-5.85937500e-02
-9.06416000e-06,-9.53125000e-03,-6.87500000e-02,,-9.06416000e-06,-5.70312515e-02
-9.06384000e-06,-6.79687500e-03,-4.45312500e-02,,-9.06384000e-06,-7.65625015e-02
-9.06352000e-06,-4.76562500e-03,2.34375000e-03,,-9.06352000e-06,-9.29687470e-02
-9.06320000e-06,-5.15625000e-03,2.10937500e-02,,-9.06320000e-06,-7.42187500e-02
-9.06288000e-06,-4.84375000e-03,1.56250000e-03,,-9.06288000e-06,-4.68750000e-02
-9.06256000e-06,-4.53125000e-03,-1.40625000e-02,,-9.06256000e-06,-2.10937504e-02
-9.06224000e-06,-6.40625000e-03,-9.37500000e-03,,-9.06224000e-06,1.48437498e-02
-9.06192000e-06,-9.21875000e-03,-1.64062500e-02,,-9.06192000e-06,3.43750007e-02
-9.06160000e-06,-1.07031250e-02,-4.14062500e-02,,-9.06160000e-06,2.65625007e-02
-9.06128000e-06,-9.92187500e-03,-5.39062500e-02,,-9.06128000e-06,1.17187500e-02
-9.06096000e-06,-8.75000000e-03,-4.06250000e-02,,-9.06096000e-06,-2.34375009e-03
-9.06064000e-06,-8.59375000e-03,-2.10937500e-02,,-9.06064000e-06,-1.64062493e-02
-9.06032000e-06,-7.26562500e-03,-2.03125000e-02,,-9.06032000e-06,-3.82812507e-02
-9.06000000e-06,-5.78125000e-03,-2.10937500e-02,,-9.06000000e-06,-4.53125015e-02
-9.05968000e-06,-6.95312500e-03,-5.46875000e-03,,-9.05968000e-06,-1.09374998e-02
-9.05936000e-06,-8.90625000e-03,-4.68750000e-03,,-9.05936000e-06,1.40624996e-02
-9.05904000e-06,-9.14062500e-03,-2.50000000e-02,,-9.05904000e-06,-1.25000002e-02
-9.05872000e-06,-8.59375000e-03,-3.12500000e-02,,-9.05872000e-06,-4.14062515e-02
-9.05840000e-06,-8.75000000e-03,-2.03125000e-02,,-9.05840000e-06,-4.21875007e-02
-9.05808000e-06,-9.06250000e-03,-1.40625000e-02,,-9.05808000e-06,-3.51562500e-02
-9.05776000e-06,-7.42187500e-03,-1.71875000e-02,,-9.05776000e-06,-1.95312500e-02
-9.05744000e-06,-5.62500000e-03,-1.40625000e-02,,-9.05744000e-06,5.46874991e-03
-9.05712000e-06,-6.17187500e-03,-1.25000000e-02,,-9.05712000e-06,1.71875004e-02
-9.05680000e-06,-7.34375000e-03,-2.73437500e-02,,-9.05680000e-06,1.71875004e-02
-9.05648000e-06,-7.03125000e-03,-3.90625000e-02,,-9.05648000e-06,1.64062493e-02
-9.05616000e-06,-6.87500000e-03,-2.18750000e-02,,-9.05616000e-06,1.01562496e-02
-9.05584000e-06,-9.76562500e-03,1.09375000e-02,,-9.05584000e-06,-4.68750019e-03
-9.05552000e-06,-1.25000000e-02,1.79687500e-02,,-9.05552000e-06,-1.56250000e-02
-9.05520000e-06,-1.07031250e-02,-3.90625000e-03,,-9.05520000e-06,-8.59375019e-03
-9.05488000e-06,-7.81250000e-03,-3.04687500e-02,,-9.05488000e-06,2.96874996e-02
-9.05456000e-06,-7.65625000e-03,-6.01562500e-02,,-9.05456000e-06,6.71875030e-02
-9.05424000e-06,-7.26562500e-03,-8.04687500e-02,,-9.05424000e-06,3.67187485e-02
-9.05392000e-06,-3.90625000e-03,-6.56250000e-02,,-9.05392000e-06,-1.79687496e-02
-9.05360000e-06,-1.32812500e-03,-4.14062500e-02,,-9.05360000e-06,-3.12500005e-03
-9.05328000e-06,-2.96875000e-03,-4.45312500e-02,,-9.05328000e-06,3.90625000e-02
-9.05296000e-06,-7.57812500e-03,-4.60937500e-02,,-9.05296000e-06,3.43750007e-02
-9.05264000e-06,-1.29687500e-02,-2.42187500e-02,,-9.05264000e-06,2.34375009e-03
-9.05232000e-06,-1.64062500e-02,4.68750000e-03,,-9.05232000e-06,8.59375019e-03
-9.05200000e-06,-1.57031250e-02,1.40625000e-02,,-9.05200000e-06,6.25000000e-02
-9.05168000e-06,-1.28125000e-02,-1.87500000e-02,,-9.05168000e-06,9.84375030e-02
-9.05136000e-06,-9.68750000e-03,-7.65625000e-02,,-9.05136000e-06,6.32812530e-02
-9.05104000e-06,-6.95312500e-03,-1.08593750e-01,,-9.05104000e-06,9.37500037e-03
-9.05072000e-06,-6.64062500e-03,-9.29687500e-02,,-9.05072000e-06,3.12500005e-03
-9.05040000e-06,-9.21875000e-03,-5.62500000e-02,,-9.05040000e-06,1.56250000e-02
-9.05008000e-06,-1.03125000e-02,-2.89062500e-02,,-9.05008000e-06,1.95312500e-02
-9.04976000e-06,-6.71875000e-03,-1.25000000e-02,,-9.04976000e-06,4.53125015e-02
-9.04944000e-06,-3.12500000e-03,-7.03125000e-03,,-9.04944000e-06,6.48437515e-02
-9.04912000e-06,-3.43750000e-03,-2.73437500e-02,,-9.04912000e-06,3.20312493e-02
-9.04880000e-06,-4.84375000e-03,-5.46875000e-02,,-9.04880000e-06,-1.56250002e-03
-9.04848000e-06,-4.92187500e-03,-6.56250000e-02,,-9.04848000e-06,1.01562496e-02
-9.04816000e-06,-5.15625000e-03,-7.34375000e-02,,-9.04816000e-06,1.32812504e-02
-9.04784000e-06,-7.81250000e-03,-7.96875000e-02,,-9.04784000e-06,-2.89062504e-02
-9.04752000e-06,-1.15625000e-02,-6.56250000e-02,,-9.04752000e-06,-5.39062507e-02
-9.04720000e-06,-1.31250000e-02,-3.75000000e-02,,-9.04720000e-06,1.77635684e-15
-9.04688000e-06,-1.14843750e-02,-1.32812500e-02,,-9.04688000e-06,6.56249970e-02
-9.04656000e-06,-8.98437500e-03,-1.01562500e-02,,-9.04656000e-06,5.78125007e-02
-9.04624000e-06,-7.57812500e-03,-2.57812500e-02,,-9.04624000e-06,2.34375009e-03
-9.04592000e-06,-7.10937500e-03,-4.06250000e-02,,-9.04592000e-06,-3.90625000e-02
-9.04560000e-06,-7.03125000e-03,-4.60937500e-02,,-9.04560000e-06,-5.54687493e-02
-9.04528000e-06,-6.95312500e-03,-4.53125000e-02,,-9.04528000e-06,-5.70312515e-02
-9.04496000e-06,-5.93750000e-03,-3.90625000e-02,,-9.04496000e-06,-4.06249985e-02
-9.04464000e-06,-4.14062500e-03,-3.04687500e-02,,-9.04464000e-06,5.46874991e-03
-9.04432000e-06,-3.98437500e-03,-3.04687500e-02,,-9.04432000e-06,4.76562493e-02
-9.04400000e-06,-6.79687500e-03,-3.51562500e-02,,-9.04400000e-06,3.43750007e-02
